k_h_per_mpc,sobol_baseline_p68_k,this_method_p68_k,improvement_fraction
2.441002368927002,0.018527517248884885,0.014264451182352289,0.23009375780174635
2.4472899436950684,0.018509589595280797,0.014298163934037378,0.22752669039821194
2.4535717964172363,0.018495394750501506,0.014343638686892791,0.2244751258145566
2.459852695465088,0.018478306266031287,0.014392248246216124,0.2211273025237477
2.466139316558838,0.018462821170150835,0.014397161707021367,0.22020792086219687
2.472421884536743,0.01844677558797048,0.014413752873856912,0.2186302259102444
2.478698492050171,0.018430716664546324,0.014426252789318241,0.21727119721454702
2.484980821609497,0.018414720222626493,0.014426924925560681,0.21655475884808378
2.49126935005188,0.018399957626527023,0.014415333423718747,0.21655616190461688
2.4975485801696777,0.018384978166184632,0.014405551974766695,0.2164498731218114
2.503831624984741,0.018368116989730246,0.014393815327207805,0.21636957477701732
2.510118007659912,0.018355625789190456,0.014385636203166508,0.21628189807409653
2.5164008140563965,0.018340331976043657,0.014366360252706257,0.2166793779157458
2.522688150405884,0.018323334169013706,0.014349406085644256,0.21687800084384729
2.5289716720581055,0.018308128333519403,0.014325976463456326,0.2175073168332757
2.535252094268799,0.0182930718183298,0.014306131794502132,0.217948087856558
2.5415375232696533,0.018275544367049614,0.014283920760638448,0.21841339038895996
2.547822952270508,0.01826361747731387,0.014267636871439173,0.21879458496315413
2.554100751876831,0.018246553968608217,0.014246126203870627,0.21924291960114858
2.5603768825531006,0.018234794981056627,0.014237653326606405,0.219204090783729
2.5666675567626953,0.01821632849511641,0.014237103673076958,0.21844274619368206
2.5729551315307617,0.01820149957930326,0.014238436992491235,0.2177327516090149
2.5792338848114014,0.018185810785611524,0.01423564306890788,0.21721152624270051
2.5855202674865723,0.01820495605458257,0.014213624045052267,0.21924425401321418
2.5918052196502686,0.018229706626723408,0.014183940781892336,0.221932581125594
2.598083972930908,0.01825874420157361,0.014153376666386698,0.2248439153243132
2.604360342025757,0.018282109441704875,0.014124192938583092,0.2274308944698037
2.610647201538086,0.018295444886403,0.014098226153668337,0.22941331893240796
2.616931915283203,0.018306735469033653,0.01406818008717885,0.23152983168541633
2.62320613861084,0.01831563703962864,0.014039939207009012,0.23344521532985785
2.6294915676116943,0.01832194217484595,0.014014286852631487,0.23510909930326107
2.6357784271240234,0.018336292809898815,0.013981253571411846,0.23750925465893025
2.6420609951019287,0.018340913635037873,0.01395873273611561,0.23892925871210097
2.648343801498413,0.018354458709132396,0.013984823186788821,0.23806942997286162
2.6546318531036377,0.018365163032804336,0.013998694859222406,0.23775820371332562
2.660918951034546,0.018353991208139988,0.014023289844788957,0.23595420278017604
2.667198419570923,0.01834108595837938,0.014058563908366663,0.23349337436893627
2.6734843254089355,0.018328299580314726,0.014044086949738823,0.2337485052447149
2.6797733306884766,0.018318208407115715,0.013991693237128323,0.23618658953059815
2.686058282852173,0.01830728880075423,0.013925727211341844,0.23933426937755384
2.692338705062866,0.018294203663522527,0.013893550067142725,0.2405490655575473
2.698617935180664,0.018285087106930133,0.013898698718576408,0.2398888428970767
2.704895496368408,0.01827498128348788,0.013905072050158208,0.23911976518838063
2.7111756801605225,0.01826380108184465,0.013909321145676735,0.23842134047860042
2.7174599170684814,0.018251076887040665,0.013918967364667668,0.23736185810761928
2.723745822906494,0.018238430241324457,0.013920810164364729,0.23673200049732934
2.7300384044647217,0.01823386914039329,0.01392675769098244,0.23621489307880106
2.7363178730010986,0.01828066276912093,0.01393686150792828,0.23761727438734065
2.7425918579101562,0.018315004676181593,0.01393864494816415,0.2389494190907217
2.7488796710968018,0.018360528662784238,0.013949134358206751,0.24026510268841747
2.7551634311676025,0.0183964829993756,0.013970935451806102,0.24056487034612573
2.761446952819824,0.018440084539955715,0.014000362275519908,0.240764745672173
2.7677321434020996,0.01847997239129171,0.014008120337544174,0.24198369776000322
2.774015426635742,0.018519439168482334,0.014008374794760272,0.24358536631062266
2.7802987098693848,0.018561809524912865,0.014012790226071471,0.2450741288308069
2.7865774631500244,0.01860075804924479,0.014017650051837862,0.24639361392010622
2.7928578853607178,0.018628722517721897,0.01402169548798482,0.24730772737391493
2.7991437911987305,0.01865092118765015,0.01401998959694888,0.24829505975113322
2.8054301738739014,0.018666897362215207,0.01402472212954251,0.24868488547374798
2.8117151260375977,0.018663767659373855,0.01402062683456604,0.24877832330257296
2.8179893493652344,0.0186587747414543,0.01400978889485065,0.24915815272023048
2.8242690563201904,0.018653683742294883,0.014003387219652597,0.24929641709848027
2.8305630683898926,0.01864842668264213,0.013994959902387617,0.2495366960144653
2.836848735809326,0.018645960757314086,0.01398744785231474,0.24984032550706686
2.843130111694336,0.018641334926045295,0.013980269287870042,0.25003926256713016
2.8494138717651367,0.018635087843197208,0.013970844229598869,0.2502936209823682
2.8556973934173584,0.01863130143249976,0.013963024992623587,0.2505609421214668
2.861978769302368,0.01862566533533221,0.013956434765340234,0.25068798810287946
2.868262529373169,0.018621195416018567,0.013946259688815136,0.2510545441772174
2.874547243118286,0.01861699303869291,0.013941571739672191,0.25113729640997795
2.880831003189087,0.01861208685840532,0.013929134220223176,0.25160814441757756
2.887113332748413,0.018608447338423883,0.013923889755811318,0.2517436031828189
2.8933944702148438,0.018604598072605307,0.0139165474375681,0.25198344069255746
2.8996737003326416,0.018598942722288413,0.013913129528816763,0.25193976149280317
2.905953884124756,0.018594671180877587,0.013917797002986348,0.251516906773853
2.912241220474243,0.0185917407948466,0.013927552909825907,0.25087418851673904
2.9185259342193604,0.018587216848541567,0.013935498070267754,0.25026440570304137
2.924808979034424,0.01858236228755399,0.013934441368198708,0.25012540641661823
2.931095838546753,0.018577792558659146,0.013944403618665363,0.24940470862530711
2.937378168106079,0.018574919370308574,0.013948752663354253,0.2490544704247332
2.943660020828247,0.018571013325508257,0.013959704558668757,0.24830679328120595
2.949946403503418,0.018566803369715102,0.013977138658799421,0.247197356460511
2.9562275409698486,0.018562880866064835,0.013986838310933131,0.24651575303148426
2.962510585784912,0.018557401881772306,0.013994849402156145,0.24586159790491202
2.968796491622925,0.01855603055464581,0.014000444770347504,0.2455043265251436
2.9750776290893555,0.018551016525521137,0.014007618155484153,0.24491371477064386
2.9813599586486816,0.01854549050571792,0.0140120764885658,0.24444832104895708
2.9876468181610107,0.018540733751463256,0.014020086629673406,0.24382244966076788
2.993929147720337,0.01853752363511214,0.014027283499981863,0.24330327091733972
